frame,timestamp,fps,decision,mean_risk,max_risk,collision_risk,has_close_high_risk
210,2026-03-20 12:48:51,4.26,0,0.0242,3.1034,0.0151,1
211,2026-03-20 12:48:51,3.99,0,0.0046,3.1998,0.0022,0
212,2026-03-20 12:48:51,4.47,0,0.0253,3.1272,0.0155,1
213,2026-03-20 12:48:51,4.08,0,0.0249,3.0429,0.0152,1
214,2026-03-20 12:48:52,4.5,0,0.0242,3.007,0.0146,1
215,2026-03-20 12:48:52,3.95,0,0.0257,2.9802,0.0158,1
216,2026-03-20 12:48:52,4.16,0,0.0248,2.8883,0.0153,1
217,2026-03-20 12:48:52,4.04,0,0.03,3.0422,0.0172,1
218,2026-03-20 12:48:53,3.9,0,0.0244,3.03,0.0148,1
219,2026-03-20 12:48:53,4.0,0,0.0272,3.0422,0.0164,1
220,2026-03-20 12:48:53,3.4,0,0.0287,2.9482,0.0171,1
221,2026-03-20 12:48:53,3.91,0,0.0225,2.9507,0.0136,1
222,2026-03-20 12:48:54,4.17,0,0.0258,3.1438,0.0146,1
223,2026-03-20 12:48:54,3.93,0,0.027,3.1099,0.0151,1
224,2026-03-20 12:48:54,4.12,0,0.0345,3.2077,0.0196,1
225,2026-03-20 12:48:54,4.12,0,0.0233,2.8658,0.0139,1
226,2026-03-20 12:48:55,4.0,0,0.0323,2.7977,0.0197,1
227,2026-03-20 12:48:55,3.85,0,0.0235,2.8449,0.0141,1
228,2026-03-20 12:48:55,4.17,0,0.0224,2.6929,0.0135,1
229,2026-03-20 12:48:55,4.06,0,0.0344,2.7527,0.0218,1
230,2026-03-20 12:48:56,3.97,0,0.0227,2.7662,0.0137,1
231,2026-03-20 12:48:56,3.95,0,0.0249,2.8203,0.0144,1
232,2026-03-20 12:48:56,4.21,0,0.0252,2.8374,0.0144,1
233,2026-03-20 12:48:56,4.05,0,0.024,2.9162,0.014,1
234,2026-03-20 12:48:57,4.17,0,0.0227,2.867,0.0137,1
235,2026-03-20 12:48:57,4.0,0,0.0239,2.9205,0.0142,1
236,2026-03-20 12:48:57,4.08,0,0.0265,2.8506,0.0153,1
237,2026-03-20 12:48:57,4.17,0,0.0238,2.8845,0.014,1
238,2026-03-20 12:48:58,4.08,0,0.0253,2.8946,0.0148,1
239,2026-03-20 12:48:58,4.04,0,0.0233,2.9297,0.0142,1
240,2026-03-20 12:48:58,4.21,0,0.0245,2.9659,0.0146,1
241,2026-03-20 12:48:58,4.0,0,0.0259,2.9151,0.0155,1
242,2026-03-20 12:48:59,4.14,0,0.0268,2.8496,0.0163,1
243,2026-03-20 12:48:59,4.29,0,0.0279,2.8415,0.0169,1
244,2026-03-20 12:48:59,3.97,0,0.027,2.7815,0.0167,1
245,2026-03-20 12:48:59,3.94,0,0.0266,2.9171,0.0165,1
246,2026-03-20 12:49:00,3.82,0,0.0276,2.92,0.0171,1
247,2026-03-20 12:49:00,4.01,0,0.0299,2.8736,0.0186,1
248,2026-03-20 12:49:00,3.1,0,0.0299,2.8834,0.0192,1
249,2026-03-20 12:49:00,4.39,0,0.033,2.8636,0.0211,1
250,2026-03-20 12:49:01,4.15,0,0.0322,2.9671,0.0207,1
251,2026-03-20 12:49:01,3.35,0,0.0316,3.0071,0.0197,1
252,2026-03-20 12:49:01,4.35,0,0.0282,3.0737,0.0174,1
253,2026-03-20 12:49:01,3.7,0,0.0224,3.0665,0.0136,1
254,2026-03-20 12:49:02,4.41,0,0.0239,3.0673,0.0143,1
255,2026-03-20 12:49:02,4.23,0,0.0248,3.1061,0.0147,1
256,2026-03-20 12:49:02,4.06,0,0.0241,3.1422,0.0143,1
257,2026-03-20 12:49:02,4.3,0,0.0249,3.1109,0.0151,1
258,2026-03-20 12:49:03,4.2,0,0.0259,3.0836,0.0157,1
259,2026-03-20 12:49:03,4.14,0,0.0258,3.0648,0.0157,1
260,2026-03-20 12:49:03,4.24,0,0.0301,3.0109,0.0179,1
261,2026-03-20 12:49:03,4.25,0,0.0311,3.016,0.0188,1
262,2026-03-20 12:49:03,4.32,0,0.0325,3.0233,0.0197,1
263,2026-03-20 12:49:04,4.0,0,0.0337,3.1262,0.0206,1
264,2026-03-20 12:49:04,3.95,0,0.0345,3.1273,0.0215,1
265,2026-03-20 12:49:04,4.13,0,0.0389,3.0857,0.0242,1
266,2026-03-20 12:49:04,3.84,0,0.0405,3.0863,0.0256,1
267,2026-03-20 12:49:05,4.01,0,0.0399,3.0933,0.0256,1
268,2026-03-20 12:49:05,4.05,0,0.0375,3.0764,0.0242,1
269,2026-03-20 12:49:05,4.14,0,0.0354,3.0087,0.0226,1
270,2026-03-20 12:49:05,4.15,0,0.0253,2.9911,0.0159,1
271,2026-03-20 12:49:06,4.26,0,0.0202,2.9179,0.0123,1
272,2026-03-20 12:49:06,4.24,0,0.018,3.0002,0.0106,1
273,2026-03-20 12:49:06,4.09,0,0.0197,2.9729,0.0115,1
274,2026-03-20 12:49:06,4.07,0,0.0147,3.0948,0.0084,1
275,2026-03-20 12:49:07,3.88,0,0.0206,3.1496,0.012,1
276,2026-03-20 12:49:07,3.98,0,0.0209,3.194,0.0122,1
277,2026-03-20 12:49:07,3.84,0,0.0148,3.2021,0.0084,1
278,2026-03-20 12:49:07,3.99,0,0.0131,3.1487,0.0076,1
279,2026-03-20 12:49:08,3.94,0,0.0217,3.2403,0.0129,1
280,2026-03-20 12:49:08,4.03,0,0.0215,3.1511,0.013,1
281,2026-03-20 12:49:08,4.05,0,0.0223,3.2072,0.0136,1
282,2026-03-20 12:49:08,3.55,0,0.0273,3.2556,0.0164,1
